Id_cliente,Edad,Genero,Venta_total,N_Compras,FechaCompra,MontoCompra,MetodoPago,Tiempo,Navegador,Boletin,Vale
458,36.0,0,125.72,9,2025-05-27,366.94,0,18.3,3,1,1
459,33.0,1,1630.55,10,2025-06-02,1825.66,1,18.4,3,0,0
460,61.0,0,2280.32,8,2025-05-24,974.09,2,39.8,1,0,1
461,0.0,1,196.85,9,2025-01-20,1338.45,1,35.4,4,0,0
462,20.0,1,1202.6799999999998,10,2025-01-03,1169.43,1,13.2,3,0,1
463,43.0,1,639.77,10,2025-09-12,1598.77,2,33.6,3,1,0
464,47.0,0,114.66,1,2025-11-14,1878.82,1,17.4,0,1,0
465,51.0,1,2378.98,9,2025-10-19,551.87,0,17.1,2,1,1
466,60.0,0,1202.6799999999998,9,2025-11-28,1237.68,0,29.5,3,0,1
467,28.0,0,1932.07,1,2025-12-28,103.99,1,17.3,0,0,0
468,46.0,1,1003.43,4,2025-02-17,2250.68,1,10.1,3,1,1
469,52.0,1,2247.06,1,2025-02-01,1554.24,0,1.4,1,1,0
470,62.0,0,400.82,3,2025-08-10,756.12,0,14.8,4,0,0
471,57.0,0,28.11,4,2025-11-11,209.69,1,27.2,3,0,1
472,42.0,0,406.48,3,2025-08-11,1333.0,2,41.6,2,1,1
473,69.0,0,1202.6799999999998,5,2025-05-01,794.64,0,38.4,2,0,1
474,45.0,1,1032.82,4,2025-06-06,427.73,1,32.6,3,1,0
475,29.0,1,1442.77,6,2025-04-19,527.86,1,30.0,3,0,0
476,19.0,1,1225.34,10,2025-02-03,685.2,2,4.5,1,0,1
477,34.0,0,859.83,4,2025-02-21,2293.73,0,20.0,3,1,1
478,27.0,1,50.17,8,2025-11-26,1759.96,2,9.8,2,0,1
479,46.0,0,745.7,3,2025-04-27,1154.64,0,33.9,0,0,1
480,68.0,1,547.1,2,2025-10-22,626.25,1,10.0,3,0,1
481,24.0,1,1202.6799999999998,10,2025-03-01,1040.14,0,2.5,3,0,0
482,34.0,0,2423.72,10,2025-03-21,286.42,1,17.7,4,0,0
483,35.0,1,1597.25,5,2025-08-20,1716.62,2,30.0,2,0,0
484,0.0,1,1211.6,4,2025-08-15,2317.03,1,13.5,1,1,0
485,55.0,0,1431.36,2,2025-10-17,48.96,1,1.7,4,0,0
486,68.0,0,504.02,10,2025-04-16,2220.4,0,33.7,1,1,0
487,33.0,1,565.85,7,2025-07-04,795.33,1,27.4,4,0,0
488,58.0,0,163.75,3,2025-05-09,1405.84,1,41.2,0,0,0
489,19.0,1,1478.94,0,2025-03-26,207.32,1,22.3,2,1,0
490,53.0,1,1598.48,6,2025-04-21,1002.0,1,20.1,4,1,1
491,68.0,0,1248.47,4,2025-09-04,1582.04,1,11.4,3,0,0
492,47.0,0,1196.86,0,2025-04-11,2323.52,0,21.9,2,0,0
493,25.0,0,2139.35,6,2025-01-17,1656.39,2,7.6,3,0,1
494,12.0,1,2334.0,7,2025-04-21,2174.58,1,32.8,4,0,1
495,54.0,1,1035.25,0,2025-11-17,317.43,1,19.7,2,1,1
496,28.0,0,846.92,4,2025-10-10,2093.21,0,15.0,4,0,0
497,29.0,1,1841.11,6,2025-02-19,1937.17,1,9.6,1,0,1
498,43.0,0,1202.6799999999998,8,2025-03-06,1291.48,1,33.4,3,1,1
499,42.0,0,852.98,3,2025-08-02,399.43,0,8.2,4,0,1
500,29.0,1,275.69,2,2025-08-03,1141.72,1,18.9,0,0,1
501,43.0,0,1958.01,2,2025-06-16,294.46,0,14.7,3,1,1
502,67.0,1,2108.57,8,2025-02-03,1724.92,0,14.0,3,1,1
503,43.0,1,2335.65,0,2025-04-25,1496.7,0,18.2,4,0,1
504,45.0,1,928.74,2,2025-09-12,679.82,1,22.5,2,0,1
505,21.0,1,2420.01,8,2025-10-01,613.0,0,35.2,2,0,1
506,23.0,1,2248.36,0,2025-01-03,95.54,0,5.7,3,1,1
507,24.0,1,70.96,7,2025-02-23,2127.85,2,29.4,0,0,0
508,58.0,1,2292.59,7,2025-02-22,264.2,1,31.1,3,0,0
509,57.0,1,1554.52,4,2025-04-12,1293.65,0,43.9,1,1,1
510,58.0,0,941.36,3,2025-03-08,2121.55,1,41.1,1,0,1
511,37.0,1,360.38,7,2025-06-19,61.42,2,24.4,1,1,1
512,33.0,0,276.33,4,2025-12-17,656.48,2,32.8,2,0,0
513,67.0,1,1398.32,6,2025-07-22,2487.73,0,14.0,3,0,1
514,32.0,1,1202.6799999999998,9,2025-01-09,1169.38,2,18.2,2,0,0
515,43.0,1,1108.57,2,2025-05-31,977.0,1,10.7,3,0,1
516,70.0,1,42.16,8,2025-08-27,1639.46,1,22.8,3,1,1
517,43.0,0,2419.12,5,2025-06-17,313.95,2,43.4,4,0,0
518,48.0,1,809.23,1,2025-12-15,583.85,0,42.4,3,0,1
519,70.0,0,2036.4,1,2025-10-22,1169.38,1,28.7,4,0,1
520,29.0,0,1514.39,7,2025-05-12,1522.94,1,32.5,3,0,0
521,23.0,1,868.51,7,2025-10-19,459.8,2,35.9,2,0,1
522,41.0,0,1717.46,9,2025-01-09,386.09,0,32.8,1,0,0
523,38.0,0,1677.18,7,2025-04-23,647.99,1,13.8,3,1,0
524,51.0,1,1565.45,3,2025-07-20,774.01,2,41.1,0,1,1
525,68.0,1,237.0,8,2025-07-11,2313.35,0,27.3,0,0,0
526,61.0,1,380.73,1,2025-06-11,904.1,1,8.0,2,1,0
527,25.0,1,51.16,8,2025-08-20,622.13,0,0.7,0,0,1
528,0.0,0,1061.59,8,2025-05-06,405.6,2,30.2,2,0,0
529,30.0,1,1202.6799999999998,1,2025-12-24,917.34,1,6.9,1,0,1
530,27.0,0,2448.22,1,2025-09-04,1701.33,2,4.5,2,0,1
531,59.0,1,2306.89,3,2025-04-03,1169.38,1,42.0,0,1,1
532,70.0,1,1173.25,7,2025-09-01,2171.33,1,19.2,3,0,0
533,28.0,0,1202.6799999999998,6,2025-03-28,155.43,2,38.1,3,1,1
534,56.0,0,1107.9,4,2025-04-14,1169.38,2,18.5,1,0,1
535,57.0,0,137.9,6,2025-04-07,1071.52,1,27.6,1,1,0
536,38.0,1,2354.86,5,2025-04-03,2484.35,0,20.0,1,1,1
537,47.0,1,1202.6799999999998,5,2025-07-08,219.52,1,13.0,1,0,0
538,26.0,0,507.91,0,2025-02-20,272.19,1,11.4,1,1,1
539,25.0,0,1069.72,2,2025-04-23,1207.03,1,37.2,1,1,1
540,46.0,0,446.87,6,2025-02-02,1836.98,1,14.2,4,1,0
541,67.0,1,1021.66,9,2025-03-09,1764.87,1,3.1,3,0,0
542,25.0,0,1416.5,10,2025-04-24,1169.38,0,1.4,3,0,0
543,38.0,1,1277.78,6,2025-09-01,1672.65,2,9.4,3,1,0
544,65.0,0,1110.25,9,2025-12-23,953.59,0,36.1,0,0,1
545,23.0,0,1535.69,5,2025-09-09,933.87,0,16.5,2,0,1
546,59.0,1,1479.93,3,2025-05-25,408.62,2,25.5,0,0,0
547,55.0,0,1202.6799999999998,8,2025-07-07,617.36,0,22.7,3,0,0
548,67.0,0,96.48,0,2025-04-11,365.1,0,24.2,4,1,1
549,18.0,1,238.76,7,2025-08-10,590.62,1,37.9,4,0,1
550,35.0,1,1044.59,0,2025-07-11,236.14,2,32.4,1,0,0
551,44.0,0,2169.1,1,2025-10-06,1845.15,1,37.5,3,1,1
552,28.0,0,1238.29,2,2025-12-26,899.96,1,7.6,4,0,0
553,35.0,1,2095.82,10,2025-08-09,2186.25,2,12.6,3,1,1
554,28.0,0,1732.13,4,2025-01-06,908.78,1,22.5,1,1,1
555,40.0,0,572.54,1,2025-02-06,556.56,0,12.1,4,0,1
556,29.0,0,135.06,8,2025-08-26,807.75,1,14.8,3,0,1
557,50.0,0,1263.61,0,2025-09-10,2394.93,2,5.8,2,0,1
558,20.0,0,1671.18,3,2025-08-22,1389.36,0,9.1,3,1,1
559,60.0,0,909.38,10,2025-06-06,1511.39,1,19.6,0,1,0
560,40.0,1,714.29,6,2025-08-02,1467.95,1,40.6,1,1,0
561,19.0,1,314.22,8,2025-02-22,2052.41,2,1.7,1,0,1
562,70.0,0,1598.57,5,2025-12-07,313.29,1,8.2,3,1,0
563,69.0,1,1202.6799999999998,2,2025-08-12,1169.38,2,37.5,0,0,1
564,47.0,0,432.45,9,2025-08-27,1572.96,2,25.3,0,1,0
565,32.0,1,607.68,3,2025-08-08,678.77,2,5.2,4,0,1
566,64.0,1,2469.73,4,2025-09-02,876.39,2,15.7,3,1,1
567,62.0,0,975.66,10,2025-10-06,1169.38,1,29.3,3,0,0
568,56.0,0,750.91,4,2025-10-28,434.76,2,1.3,4,0,0
569,35.0,1,1408.18,7,2025-04-10,491.22,0,5.3,2,0,1
570,39.0,0,254.59,4,2025-04-18,1000.01,0,33.3,4,0,0
571,38.0,0,1944.03,2,2025-07-14,188.48,0,41.4,2,1,0
572,38.0,1,2159.91,0,2025-04-25,1895.6,1,12.1,4,0,0
573,39.0,0,2431.52,7,2025-03-17,1655.12,1,36.9,3,1,1
574,52.0,1,252.98,3,2025-09-17,2372.68,1,26.4,3,1,1
575,48.0,0,510.72,10,2025-09-07,113.73,2,20.4,0,0,1
576,25.0,1,1446.01,5,2025-10-04,2186.03,1,17.0,4,0,0
577,44.0,0,1677.73,3,2025-12-17,984.84,2,41.8,1,0,0
578,38.0,1,130.16,1,2025-08-02,1169.38,0,43.8,3,1,1
579,31.0,0,17.99,5,2025-09-10,1232.82,0,40.2,3,1,0
580,21.0,1,777.91,10,2025-09-13,1169.38,2,17.2,4,0,0
581,66.0,1,86.81,4,2025-10-11,1640.26,2,16.0,0,1,0
582,22.0,1,55.8,0,2025-12-17,229.54,1,34.6,3,1,0
583,34.0,1,893.71,3,2025-03-11,1728.76,1,12.8,2,1,0
584,27.0,0,1349.79,1,2025-01-02,300.05,2,9.1,0,1,1
585,43.0,0,62.86,1,2025-01-22,495.58,0,43.1,4,1,1
586,70.0,1,852.06,0,2025-12-17,370.55,2,24.9,4,0,0
587,63.0,1,1975.87,9,2025-04-02,1845.17,0,7.8,3,1,1
588,44.0,0,2099.5,8,2025-10-14,1882.47,1,26.8,0,1,1
589,42.0,1,375.06,2,2025-02-17,1325.01,2,38.3,4,0,1
590,33.0,0,1202.6799999999998,0,2025-10-02,642.69,1,7.4,0,0,0
591,28.0,0,2156.15,9,2025-02-27,172.5,1,17.7,0,1,1
592,53.0,0,1849.35,0,2025-07-04,255.11,2,44.3,4,1,0
593,59.0,1,745.02,5,2025-11-07,2198.21,1,3.0,1,1,1
594,32.0,0,1153.63,4,2025-03-06,324.1,1,34.0,4,1,0
595,21.0,1,215.76,3,2025-12-07,459.87,0,24.1,3,0,1
596,30.0,0,2030.16,8,2025-09-22,2212.09,1,37.3,1,1,0
597,26.0,1,647.68,4,2025-12-22,1107.07,2,12.6,3,1,0
598,63.0,1,236.44,10,2025-04-10,2271.36,1,7.5,3,0,0
599,58.0,0,1270.98,10,2025-10-01,713.67,0,25.6,2,1,0
600,52.0,1,1999.02,7,2025-11-15,348.49,2,34.4,3,0,1
601,42.0,1,435.25,5,2025-02-13,1450.65,0,26.4,2,1,1
602,51.0,0,1780.9,4,2025-04-05,1632.78,1,7.3,4,1,0
603,25.0,1,1573.33,7,2025-03-28,284.46,0,9.7,3,1,1
604,37.0,0,320.93,0,2025-06-05,1169.38,1,34.5,0,0,1
605,34.0,1,1658.05,3,2025-10-19,1380.78,0,7.5,0,0,0
606,53.0,0,353.09,8,2025-11-15,598.37,1,17.1,0,0,1
607,33.0,0,360.95,7,2025-01-24,192.63,1,21.8,0,1,1
608,54.0,1,1583.15,1,2025-11-05,1085.22,1,20.7,2,0,1
609,62.0,0,1092.81,8,2025-03-07,642.71,2,12.1,3,0,1
610,21.0,0,1877.85,6,2025-06-27,264.01,0,7.0,4,0,0
611,35.0,0,404.55,2,2025-02-26,2160.24,2,19.3,3,1,0
612,41.0,0,1213.79,4,2025-01-26,1169.38,2,22.2,2,1,1
613,38.0,1,1202.6799999999998,4,2025-02-27,1256.47,1,28.7,0,0,0
614,27.0,0,1554.82,0,2025-09-14,736.75,2,9.6,1,0,0
615,34.0,1,1202.6799999999998,5,2025-02-23,68.24,0,17.0,1,0,1
616,62.0,0,476.47,7,2025-11-07,1169.38,1,3.2,0,1,1
617,64.0,1,950.59,4,2025-01-12,945.67,2,4.8,1,0,0
618,20.0,0,129.51,3,2025-03-01,2495.49,0,37.4,4,1,1
619,63.0,0,1202.6799999999998,7,2025-01-11,126.56,1,43.3,2,1,0
620,24.0,0,505.83,10,2025-02-25,1493.49,1,43.6,2,0,1
621,47.0,1,59.96,4,2025-07-28,2230.14,1,30.1,4,1,1
622,40.0,1,1908.78,4,2025-04-27,399.36,1,40.7,3,0,1
623,24.0,1,441.26,9,2025-07-25,995.39,1,33.5,3,1,1
624,54.0,0,1652.06,2,2025-11-28,2103.85,1,32.6,0,0,0
625,37.0,1,1954.22,3,2025-11-17,2126.06,2,22.6,2,1,0
626,43.0,0,922.75,0,2025-02-17,842.4,2,7.7,4,1,0
627,43.0,0,1202.6799999999998,2,2025-04-16,160.88,0,12.0,4,1,1
628,55.0,0,1333.97,4,2025-09-23,55.03,1,23.3,0,0,0
629,62.0,1,1589.96,7,2025-10-03,1702.16,2,22.1,2,0,0
630,46.0,1,1577.57,7,2025-02-28,185.1,1,18.9,1,1,0
631,50.0,1,1178.78,0,2025-10-17,1168.01,1,12.5,3,1,1
632,23.0,1,811.19,4,2025-04-16,2158.53,1,11.6,0,0,1
633,27.0,1,2406.95,3,2025-12-17,19.35,0,42.8,3,0,1
634,56.0,1,2453.12,9,2025-07-17,232.77,2,41.6,0,1,1
635,34.0,0,1865.56,5,2025-10-02,543.92,2,4.0,3,1,0
636,43.0,1,1167.19,4,2025-07-07,1958.92,0,22.2,3,0,1
637,25.0,1,1202.6799999999998,10,2025-10-22,1263.65,1,12.9,0,0,1
638,53.0,0,1435.3,3,2025-06-12,1700.08,1,3.2,3,0,1
639,18.0,0,224.59,3,2025-11-11,1048.96,1,15.6,3,1,0
640,63.0,0,1202.6799999999998,9,2025-09-02,1967.24,2,40.2,4,1,0
641,45.0,0,209.87,5,2025-08-28,1688.27,1,25.7,3,1,0
642,34.0,0,801.46,3,2025-01-16,2185.89,2,6.8,2,0,1
643,68.0,1,2228.24,8,2025-04-06,1356.71,2,29.8,1,1,1
644,26.0,1,900.39,6,2025-04-05,1790.85,1,38.5,4,0,1
645,46.0,0,2047.12,0,2025-06-04,558.26,0,2.4,4,1,0
646,56.0,1,1202.6799999999998,1,2025-02-19,1686.9,0,25.1,3,0,0
647,38.0,0,837.1,6,2025-12-04,1746.75,0,15.9,3,0,0
648,27.0,0,2087.71,0,2025-07-14,767.96,2,13.4,2,1,1
649,38.0,0,2375.53,9,2025-04-14,272.83,0,25.0,3,0,1
650,40.0,0,2186.87,1,2025-10-24,1936.91,0,41.4,0,0,1
651,59.0,1,2131.65,2,2025-10-16,585.8,1,17.4,2,1,1
652,43.0,0,1009.49,0,2025-02-09,2372.66,2,34.9,1,0,0
653,69.0,0,366.72,1,2025-10-23,1876.61,0,7.2,3,1,0
654,53.0,0,961.76,1,2025-10-03,835.88,1,40.9,2,1,0
655,35.0,0,419.28,2,2025-10-06,931.09,2,27.6,2,0,0
656,68.0,0,357.42,10,2025-06-09,1169.38,0,22.0,2,0,0
657,55.0,1,324.17,6,2025-01-26,620.16,2,8.7,2,1,1
658,41.0,1,1446.49,5,2025-05-20,2432.09,1,26.0,3,0,0
659,22.0,0,1084.77,10,2025-04-15,1234.8,2,39.8,4,1,1
660,60.0,0,1487.22,0,2025-07-10,585.6,1,21.2,4,0,1
661,51.0,0,1648.19,9,2025-06-07,2320.79,2,40.7,2,0,0
662,48.0,0,32.76,8,2025-08-02,1521.98,0,25.8,2,1,1
663,29.0,0,1706.2,3,2025-10-12,192.12,0,37.1,0,0,1
664,39.0,1,1501.82,2,2025-06-24,1169.38,1,36.1,4,1,1
665,19.0,0,116.5,2,2025-02-26,1682.07,2,4.7,3,1,0
666,57.0,0,446.78,2,2025-05-10,1984.96,2,26.6,4,1,0
667,27.0,1,1202.6799999999998,6,2025-04-02,913.8,1,4.6,3,0,0
668,23.0,0,161.46,9,2025-02-10,1103.71,2,19.9,2,0,0
669,47.0,0,2260.15,6,2025-04-16,2290.09,0,14.9,0,0,0
670,20.0,1,400.16,9,2025-08-02,1059.1,1,21.4,1,0,0
671,47.0,0,2218.49,4,2025-12-26,1955.8,1,16.2,4,0,1
672,38.0,0,236.61,3,2025-08-04,357.61,1,36.6,4,1,0
673,38.0,0,2252.47,6,2025-11-25,1598.68,1,1.9,3,0,0
674,63.0,1,1202.6799999999998,7,2025-06-15,122.0,1,17.8,4,1,1
675,25.0,0,2100.43,9,2025-06-08,159.11,1,11.0,3,0,1
676,63.0,1,1202.6799999999998,7,2025-03-03,948.32,0,44.1,1,0,1
677,37.0,0,1269.06,7,2025-06-10,2244.85,1,42.9,2,1,0
678,65.0,1,529.79,10,2025-02-26,2401.78,1,1.9,0,1,1
679,58.0,0,1014.63,8,2025-07-17,1751.82,0,15.1,2,0,1
680,62.0,0,2420.37,1,2025-06-27,357.47,0,19.4,0,0,1
681,54.0,0,439.83,8,2025-04-06,198.62,0,37.1,1,0,1
682,42.0,1,49.71,8,2025-02-14,669.54,0,16.0,3,1,1
683,24.0,0,1354.93,3,2025-03-27,850.86,1,44.7,4,0,1
684,21.0,1,2008.58,7,2025-06-28,1397.1,0,20.8,2,0,0
685,36.0,1,1202.6799999999998,7,2025-03-09,1688.69,1,7.0,2,1,0
686,67.0,0,653.52,1,2025-11-05,1738.84,1,39.9,1,1,1
687,47.0,1,1459.85,2,2025-12-01,551.12,0,33.4,1,0,1
688,69.0,0,2142.69,1,2025-02-21,998.81,2,25.6,2,1,0
689,46.0,1,2360.16,3,2025-11-22,598.42,2,27.6,4,0,0
690,65.0,0,1007.43,3,2025-09-17,1838.08,1,18.5,3,0,1
691,49.0,0,878.16,2,2025-01-12,1216.85,1,43.2,3,1,1
692,32.0,1,1202.6799999999998,9,2025-06-13,2394.48,1,7.1,1,1,0
693,28.0,1,1481.13,0,2025-12-09,473.19,1,41.6,3,0,0
694,59.0,1,927.9,0,2025-01-11,1141.14,2,27.3,3,0,1
695,60.0,1,1273.72,6,2025-05-11,1169.38,2,22.9,0,1,1
696,53.0,0,1524.27,2,2025-08-21,887.21,2,25.0,3,0,1
697,65.0,0,2360.32,7,2025-11-01,821.0,1,29.1,2,1,1
698,56.0,0,1027.62,8,2025-01-24,540.94,1,22.7,2,1,0
699,49.0,1,1321.38,5,2025-04-11,1822.06,0,38.0,2,0,1
700,43.0,0,1702.06,5,2025-07-01,2206.35,1,24.9,2,1,1
701,43.0,0,998.66,6,2025-07-22,852.41,1,16.2,3,1,0
702,39.0,0,1202.6799999999998,6,2025-05-24,1858.17,1,5.9,3,0,0
703,50.0,1,961.28,7,2025-02-21,1169.38,1,22.0,1,0,0
704,47.0,0,1605.8,5,2025-07-01,1446.58,1,5.1,3,1,0
705,40.0,1,2268.68,4,2025-10-16,1870.11,1,6.1,3,1,0
706,34.0,1,1237.14,6,2025-01-08,824.54,1,33.4,4,0,1
707,64.0,0,2225.27,8,2025-05-19,642.77,1,18.8,2,1,0
708,30.0,0,429.42,1,2025-10-02,299.05,1,14.2,1,1,0
709,43.0,0,2043.01,10,2025-11-12,2473.12,1,19.5,3,1,0
710,35.0,1,1202.6799999999998,1,2025-10-21,1169.38,2,3.7,2,1,1
711,20.0,1,2160.67,5,2025-08-06,1077.83,1,36.6,0,0,0
712,25.0,1,228.72,6,2025-09-06,1972.41,2,2.1,3,1,0
713,55.0,0,1380.87,1,2025-08-21,2032.14,2,27.6,1,1,0
714,61.0,0,1178.96,6,2025-09-18,443.81,0,12.9,3,0,1
715,25.0,0,243.03,5,2025-10-05,606.19,1,14.0,0,0,0
716,69.0,0,1096.55,3,2025-07-26,343.13,2,6.5,0,0,1
717,43.0,1,655.19,2,2025-03-02,1752.15,0,2.0,0,0,0
718,65.0,0,633.99,4,2025-03-18,1177.24,2,37.9,4,0,0
719,64.0,1,320.83,3,2025-07-28,1799.35,0,16.3,2,0,0
720,65.0,0,724.4,6,2025-05-02,489.32,2,2.2,3,0,0
721,70.0,0,514.84,1,2025-04-01,2255.9,1,24.2,1,0,1
722,43.0,0,1202.6799999999998,9,2025-12-28,2024.76,2,20.5,0,0,0
723,32.0,1,2091.17,6,2025-03-04,419.02,2,20.0,1,1,1
724,63.0,1,1001.83,1,2025-05-25,877.71,0,26.3,2,1,1
725,63.0,0,1659.23,4,2025-05-02,385.04,2,23.8,0,1,1
726,29.0,1,1148.53,10,2025-07-07,374.5,2,31.8,1,1,1
727,68.0,1,1344.33,10,2025-06-08,1216.94,2,29.3,4,0,1
728,46.0,0,1202.6799999999998,6,2025-01-24,1178.52,1,28.5,4,1,0
729,68.0,1,2497.65,7,2025-05-04,1191.84,1,18.4,1,0,1
730,43.0,0,2464.51,10,2025-02-13,2372.96,1,12.6,2,1,1
731,24.0,1,79.48,9,2025-12-25,2263.36,0,14.7,4,0,0
732,64.0,0,2319.64,6,2025-04-15,143.72,1,30.6,4,0,1
733,29.0,1,1169.88,1,2025-06-01,661.68,0,40.3,3,0,0
734,59.0,0,1819.0,7,2025-05-02,1169.38,2,18.8,3,0,1
735,44.0,1,1202.6799999999998,2,2025-08-15,1096.48,1,0.6,2,0,1
736,38.0,0,1212.89,7,2025-06-06,1764.47,1,38.8,3,1,1
737,52.0,1,883.54,4,2025-12-24,414.96,1,5.9,4,0,1
738,69.0,0,422.17,8,2025-03-14,1441.84,1,4.9,3,0,0
739,23.0,0,1598.84,7,2025-12-12,1245.4,1,34.2,3,0,1
740,68.0,1,1202.6799999999998,3,2025-08-01,1169.38,1,23.6,1,1,0
741,40.0,0,476.45,2,2025-03-05,1386.95,2,31.9,1,0,0
742,20.0,0,1202.6799999999998,5,2025-09-15,642.91,1,1.7,1,0,1
743,38.0,1,1154.35,5,2025-06-09,143.1,1,43.2,1,1,1
744,39.0,1,2479.42,5,2025-04-17,867.03,2,25.6,4,0,1
745,19.0,1,852.97,3,2025-08-20,1890.94,1,5.8,1,1,0
746,48.0,0,326.56,4,2025-09-02,2004.8,2,26.2,0,0,1
747,55.0,0,1237.27,9,2025-06-06,2279.35,0,37.8,4,0,0
748,65.0,0,111.72,7,2025-07-17,1206.11,1,36.6,3,0,1
749,22.0,0,1821.62,1,2025-10-09,878.13,1,15.0,2,0,1
750,45.0,0,1202.6799999999998,4,2025-07-24,921.55,2,7.3,2,0,0
751,52.0,1,1739.06,6,2025-04-23,1413.35,1,39.7,2,0,1
752,19.0,0,1424.67,4,2025-01-17,889.57,1,32.5,1,1,0
753,42.0,1,2250.43,6,2025-05-25,2082.63,1,20.9,0,0,1
754,59.0,0,852.73,4,2025-03-14,640.25,1,23.4,3,0,1
755,61.0,0,2163.07,2,2025-09-09,1169.38,0,25.4,1,1,1
756,62.0,0,1202.6799999999998,1,2025-05-22,2154.99,1,5.0,1,1,1
757,65.0,0,317.56,9,2025-02-24,1248.35,2,19.6,2,0,1
758,27.0,0,2057.85,4,2025-03-31,1169.38,1,26.1,0,1,0
759,58.0,1,2300.94,2,2025-07-28,1169.38,2,7.8,2,1,0
760,65.0,1,78.33,10,2025-12-01,1375.48,0,7.1,3,1,1
761,56.0,1,1731.6,10,2025-08-05,1433.25,0,33.7,0,0,1
762,40.0,0,2181.71,0,2025-04-09,213.69,0,5.0,0,1,1
763,30.0,0,990.47,5,2025-04-06,1232.38,0,17.0,2,0,0
764,37.0,1,499.32,9,2025-03-28,1346.59,2,8.1,4,1,0
765,42.0,1,1202.6799999999998,8,2025-11-08,673.21,1,18.3,0,0,0
766,65.0,0,1385.96,8,2025-05-16,1733.14,2,30.8,3,0,0
767,36.0,1,1477.97,0,2025-10-24,2427.31,2,1.2,2,0,1
768,23.0,1,1414.78,5,2025-05-24,1814.94,1,15.3,1,0,1
769,43.0,1,1122.2,2,2025-10-01,788.56,1,4.6,4,1,1
770,22.0,0,1832.19,8,2025-10-03,594.33,1,45.0,1,0,1
771,61.0,1,1202.6799999999998,7,2025-08-26,1240.85,1,2.6,2,0,0
772,56.0,0,2105.32,2,2025-10-25,2341.88,1,41.1,4,1,1
773,33.0,0,1124.27,7,2025-05-15,1740.28,1,22.8,3,1,0
774,19.0,0,2296.1,6,2025-05-05,1833.27,1,35.9,1,1,1
775,59.0,1,1477.12,0,2025-10-06,956.1,2,43.2,2,0,0
776,23.0,0,1901.79,8,2025-09-04,439.38,1,22.9,4,0,1
777,49.0,1,1202.6799999999998,9,2025-06-15,2178.32,0,15.2,3,0,1
778,56.0,1,752.24,9,2025-09-24,1741.31,1,31.2,3,0,0
779,55.0,1,77.38,5,2025-12-06,1422.64,2,32.5,3,1,1
780,54.0,1,2026.08,2,2025-04-17,966.77,1,26.8,4,1,1
781,65.0,1,1044.52,3,2025-05-06,2349.04,1,1.8,4,1,0
782,68.0,1,418.36,0,2025-04-25,1958.39,1,9.4,3,0,1
783,20.0,0,94.64,2,2025-07-13,2153.88,2,10.9,0,0,1
784,55.0,1,2428.4,10,2025-01-20,1169.38,2,9.6,0,1,1
785,59.0,1,212.7,10,2025-02-02,1643.46,1,20.6,3,0,1
786,43.0,0,1822.21,2,2025-04-11,829.5,1,12.7,1,0,1
787,53.0,1,1112.22,9,2025-06-01,690.28,1,5.3,2,1,1
788,46.0,0,348.67,9,2025-06-06,443.98,2,37.3,1,1,0
789,45.0,0,5.79,1,2025-06-02,1469.79,2,42.3,3,0,1
790,51.0,0,259.33,4,2025-08-20,1927.86,1,40.9,3,1,0
791,56.0,0,692.29,7,2025-02-13,267.38,0,9.4,2,1,1
792,45.0,0,996.08,9,2025-06-11,1152.88,1,7.4,4,1,1
793,43.0,1,1111.46,2,2025-08-07,1169.38,0,28.6,3,0,1
794,37.0,0,481.99,5,2025-10-23,2071.93,1,2.8,4,0,1
795,46.0,0,983.57,3,2025-03-11,1951.99,2,31.0,1,1,0
796,39.0,1,533.25,10,2025-02-26,1152.21,1,9.1,4,0,0
797,59.0,0,2177.14,1,2025-09-21,1473.25,0,13.1,0,0,0
798,32.0,0,1036.22,3,2025-03-22,1169.38,0,29.2,4,0,0
799,47.0,0,572.44,1,2025-05-17,402.88,0,12.5,1,1,0
800,70.0,1,1465.49,2,2025-10-13,807.81,1,32.0,2,1,0
801,21.0,0,2092.31,6,2025-08-23,1413.43,2,12.2,2,0,0
802,69.0,0,159.87,8,2025-08-16,778.3,0,2.5,2,1,0
803,44.0,0,805.95,3,2025-07-12,1169.38,1,8.6,3,0,1
804,58.0,0,180.03,4,2025-08-27,366.24,1,26.1,0,0,1
805,49.0,0,1075.3,4,2025-03-26,1328.26,1,42.6,3,0,0
806,38.0,1,2464.49,6,2025-02-18,272.25,2,12.9,4,1,0
807,34.0,1,1629.5,0,2025-10-25,496.95,0,36.4,2,1,0
808,36.0,1,456.42,4,2025-05-17,2048.3,2,20.9,3,0,0
809,70.0,1,111.67,2,2025-03-07,1169.38,1,21.4,1,0,1
810,12.0,0,662.5,10,2025-04-07,1156.88,0,35.8,4,0,0
811,23.0,1,685.61,8,2025-10-02,49.78,2,37.8,4,0,1
812,30.0,0,1962.45,9,2025-03-23,417.12,1,36.1,3,0,0
813,35.0,0,2134.4,5,2025-04-04,2373.27,1,11.8,4,1,1
814,35.0,1,1015.71,6,2025-03-08,1215.41,0,36.5,4,1,0
815,69.0,1,2053.02,9,2025-08-09,1373.5,2,18.2,1,1,0
816,51.0,1,1362.35,7,2025-11-28,185.67,1,39.5,1,0,0
817,45.0,0,2362.04,0,2025-05-02,1833.78,2,21.3,3,0,0
